method,case_id,expected_classification,actual_classification,api_exercised,zig_exe,zig_version,zig_cc_version,compiler_target,c_language_mode,compile_flags,link_flags,compile_exit_code,python_exe,python_version,platform,stdc_version,flt_radix,dbl_mant_dig,dbl_max_exp,sizeof_double,dbl_max,dbl_min,locale_init,locale_active,locale_decimal_point,rounding_mode,token,token_length,token_hash,conversion_occurred,parsed_decimal,parsed_hex,raw_bytes,finite,isnan,isinf,signbit,endptr_offset,full_consumption,suffix,errno_before,errno_after,erange,comparison_target,exact_equality,restricted_parser_status,restricted_parser_hundredths,domain_size,success_count,rejection_count,failure_count,max_scaled_error,threshold,naive_label,strict_valid,strict_label,policy_differs,elapsed_s,sanitization_applied,skip_reason,failure_reason,conclusion
ml_context_observation,bounded_two_decimal_parser_marker,pass,pass,restricted_parser,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,-9.99 … +9.99,,38629a9fb19e5f2e,,,,,,,,,,,,0,,,,,success,,1999,1999,10,0,1.1368683772161603e-13,,,,,,0.271104,True,,,
inspect_api,tiny_feature_threshold_marker,pass,pass,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0.499… / 0.5 / 0.500… / 0.5score / nan / 1e5000,,793490379d29962d,,,,,,,,,,,,0,,,,,,,,,,,,0.5,,,,,0.271175,True,,,"threshold labels are local parsing observations, not ml ground truth"
parse_value,tiny_feature_threshold_marker,local_observation,local_observation,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0.499… / 0.5 / 0.500… / 0.5score / nan / 1e5000,,793490379d29962d,,,,,,,,,,,,0,,,,,,,,,,,,0.5,,,,,0.271201,True,,,"threshold labels are local parsing observations, not ml ground truth"
inspect_status,tiny_feature_threshold_marker,local_observation,local_observation,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0.499… / 0.5 / 0.500… / 0.5score / nan / 1e5000,,793490379d29962d,,,,,,,,,,,,0,,,,,,,,,,,,0.5,,,,,0.271252,True,,,"threshold labels are local parsing observations, not ml ground truth"
compare_contract,tiny_feature_threshold_marker,local_observation,local_observation,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0.499… / 0.5 / 0.500… / 0.5score / nan / 1e5000,,793490379d29962d,,,,,,,,,,,,0,,,,,,,,,,,,0.5,,,,,0.271276,True,,,"threshold labels are local parsing observations, not ml ground truth"
ml_context_observation,tiny_feature_threshold_marker,context_only,context_only,strtod,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,0.499… / 0.5 / 0.500… / 0.5score / nan / 1e5000,,793490379d29962d,,,,,,,,,,,,0,,,,,,,,,,,,0.5,,,,,0.271301,True,,,"threshold labels are local parsing observations, not ml ground truth"
inspect_api,no_global_float_parser_or_ml_validity_claim_marker,context_only,context_only,context,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.271362,True,,,no global claim
parse_value,no_global_float_parser_or_ml_validity_claim_marker,not_applicable,not_applicable,context,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.271379,True,,,no global claim
inspect_status,no_global_float_parser_or_ml_validity_claim_marker,not_applicable,not_applicable,context,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.271412,True,,,no global claim
compare_contract,no_global_float_parser_or_ml_validity_claim_marker,not_applicable,not_applicable,context,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.271428,True,,,no global claim
ml_context_observation,no_global_float_parser_or_ml_validity_claim_marker,context_only,context_only,context,/portable-zig/.local/zig/zig,0.14.0,clang version 19.1.7 (https://github.com/ziglang/zig-bootstrap 1c3c59435891bc9caf8cd1d3783773369d191c5f),x86_64-unknown-linux-musl,c11,-std=c11 -O2 -Wall -Wextra -Wpedantic,-lm,0,/python-lab,3.12.3,Linux-6.17.0-1009-aws-x86_64-with-glibc2.39,201112,2,53,1024,8,,,C,C,.,FE_TONEAREST,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0.271448,True,,,no global claim
